tau,gamma,ftp,fbp
8.703591361485166e-05,0.03886002502393107,0.01355409748945894,0.0019338259978100216
9.658832241158708e-05,0.028970175045226365,0.013940736946925842,0.0019353942530950727
0.00010718913192051276,0.01915447678164145,0.014378927893047668,0.0019364361345920603
0.00011895340673703195,0.01077926789982801,0.014882311770844084,0.0019374629179430085
0.0001320088400831418,0.006073266917563455,0.01545793808424796,0.0019383480139733716
0.00014649713983072864,0.005199673449729305,0.01611386358505304,0.0019387064915344682
0.0001625755666443795,0.005965204771383628,0.016858628907893275,0.0019393260124206326
0.00018041864093920718,0.006588299148794601,0.017694343773660758,0.0019390543337658858
0.00020022003718155845,0.006804794063570071,0.018643898420634655,0.0019393331853029133
0.0002221946860939524,0.006878390776722816,0.019710795322418158,0.0019386652835476203
0.0002465811075822604,0.006890510989915774,0.02092335830447758,0.0019386457925442831
0.0002736439997074672,0.006762758829934422,0.022282041864256915,0.0019379759223869448
0.00030367711180354605,0.0064757931970222905,0.02382032979563944,0.0019378718518800006
0.00033700643292719284,0.006060307835060223,0.025545405199775707,0.001937708695315242
0.0003739937302478798,0.0055558175289347035,0.02749102224416085,0.0019378780138579463
0.0004150404757850477,0.005002391197029101,0.029673574132394392,0.001938578023276017
0.00046059220411451084,0.0044227111546989405,0.0321248837168865,0.0019392017293298554
0.0005111433483440171,0.0038432303755214347,0.03488357529339901,0.0019406636929560938
0.0005672426068491978,0.0032723838697991084,0.0379764030231171,0.001941559263489423
0.0006294988990221888,0.0027174848838935222,0.041459901836933065,0.0019432463398955523
0.0006985879746785249,0.0021795200174590645,0.04535302762007514,0.001944039207840467
0.0007752597488629464,0.0016690509069670727,0.049741600244433616,0.0019453111306935408
0.000860346441668451,0.0012075677624281407,0.054646770442870835,0.0019457141415029318
0.0009547716114208065,0.0008273470649457612,0.06015696335371413,0.001946144057937733
0.001059560179277617,0.0005667681742597431,0.06627920928079534,0.0019460557193053515
0.0011758495540521582,0.0004243434844563629,0.07309495541820216,0.0019455282071732614
0.0013049019780144017,0.00036501951819291334,0.08063482230826899,0.0019449993088103956
0.001448118227674533,0.0003553828121879468,0.08895686500817727,0.0019436955715307006
0.0016070528182616384,0.00037332977460980934,0.09811172723721144,0.001942871934407691
0.0017834308769319094,0.00040514309371964506,0.10807109816307588,0.0019411695492778068
0.0019791668678535573,0.0004412298456705438,0.11885338806301236,0.0019401920507799112
0.002196385372416547,0.00047473051541239975,0.1303166206234727,0.001938458200623612
0.002437444150122222,0.0005042188920733657,0.14252944998104045,0.0019373614020163324
0.002704959730463137,0.0005297177786089319,0.15533233726886544,0.0019358305884041242
0.0030018358135755923,0.0005521478048656461,0.16874146322936348,0.0019346089532310798
0.003331294787934677,0.0005716642696799036,0.1825033172337145,0.0019334371145492844
0.0036969127071950323,0.000588830917117637,0.19648141181363232,0.001932091834253834
0.00410265810582719,0.0006046307633924727,0.2104158529185931,0.0019311012350688042
0.004552935074866948,0.0006196690046744325,0.22399839482826478,0.0019293793313436471
0.00505263106533568,0.0006351208019871367,0.23706065213941474,0.0019282395923733238
0.005607169938205458,0.0006510586057543138,0.2491488111083027,0.001926202866410785
0.006222570836730231,0.0006681201639454527,0.260199296812211,0.0019248290585836554
0.006905513520162331,0.0006858182675011119,0.26972026136912763,0.001922715391421093
0.007663410868007463,0.000704812747271444,0.2777382590452471,0.00192120799524473
0.008504489341802686,0.0007249788164174395,0.28389082378461883,0.001919591402185602
0.009437878277775391,0.0007467125074557977,0.28810416835083924,0.0019185238197542468
0.010473708979594508,0.0007698337853659206,0.29015222665236917,0.0019181316708413386
0.011623224686798541,0.000794131948499634,0.28989403762998894,0.0019180832247032637
0.01289890261253308,0.0008194212065557768,0.2875273446311152,0.0019191994938109278
0.014314589375234785,0.0008444606437207548,0.28292283448870537,0.0019202727994806041
0.015885651294280528,0.0008682524645467033,0.2764346893639748,0.0019226341954321263
0.01762914118095948,0.0008882296494680014,0.26795395575166153,0.0019246891982578492
0.01956398343517065,0.000903235371258831,0.2579770899567705,0.0019278749013101027
0.021711179456945052,0.0009106193068587364,0.2466376668808227,0.0019307813561562257
0.02409403560239527,0.0009095946078969953,0.23432353136569894,0.0019344490459978012
0.026738416158399492,0.0008986850667984006,0.22126109876584393,0.0019381120913702467
0.029673024081888724,0.0008775660153187562,0.20763021009340005,0.0019419582534845451
0.032929712550971546,0.0008467387235595559,0.19374080484321798,0.0019460212107648073
0.036543830709572546,0.0008068419906327657,0.17965362033157678,0.0019495276960091222
0.040554607358408275,0.0007608280857775583,0.1657371088416714,0.0019533816980054045
0.04500557675700498,0.0007104974207260569,0.1520312171417402,0.001956237735304824
0.0499450511585514,0.0006591704040547836,0.13885020707243775,0.001959787149736745
0.05542664520663107,0.0006083407223878842,0.12624662485086163,0.0019627739602950203
0.06150985788580504,0.0005591385540443587,0.11439604776688386,0.0019670993164121672
0.06826071834272393,0.0005119366640087077,0.10334100102203594,0.001971969262213985
0.0757525025877192,0.00046834220673132017,0.09307017278191401,0.001978529645276763
0.08406652885618333,0.0004307898954352773,0.08357130200482157,0.001986207540897843
0.09329304026284696,0.0004002115418852579,0.0747754952297806,0.001994481680836327
0.10353218432956637,0.00037654268849043746,0.0667511034084235,0.002002533930548793
0.11489510001873086,0.00035830878995783715,0.0594248398695954,0.0020079493918342996
0.1275051240713013,0.00034372186667488687,0.05279311262097441,0.0020101750543555777
0.1414991297434576,0.00033125171820892296,0.0467458840457683,0.002006711637723945
0.15702901247293774,0.00032144702568394807,0.04125871502799069,0.0020004028289458773
0.17426333860096507,0.00031501439325637046,0.036263210536051006,0.001993789644103325
0.19338917504552322,0.0003126432957887713,0.031721779460300574,0.0019974899307901445
0.21461411978584058,0.0003144750371250928,0.027596257181097178,0.002025298403340729
0.23816855519761607,0.0003207341042036121,0.023839076251989416,0.002097120017304686
0.2643081486974108,0.00033146158965825795,0.020435492167826523,0.0022366505531216815
0.29331662783900486,0.000346706067592394,0.017340050468771583,0.002464821241413204
0.32550885998350565,0.00036649801524653904,0.01454939184129579,0.0027956015290633188
0.36123426997094304,0.00039116607809591664,0.012030896946392311,0.00323186270345117
0.40088063288984643,0.00042215536705464185,0.009784790408912655,0.003764564822770959
0.4448782831127585,0.00046231156136937023,0.0077959697312969325,0.004409024015027916
0.4937047852839004,0.000517508656679643,0.006059755626901173,0.005229545967714761
0.5478901179593945,0.00059404526518629,0.004575141355643751,0.006273495495989026
0.6080224261649427,0.0006968952091969546,0.0033382913326293587,0.0075238455606256764
0.67475440531107,0.0008289997118801624,0.002355105482835511,0.00903854243851891
0.748810385759003,0.000992808461568886,0.0016057528491658602,0.011216097398165195
0.8309941949353403,0.0011874836763381416,0.0010649577673046804,0.014400081282441754
0.9221978823334341,0.0014108672192382765,0.0006982664323630732,0.018062039006258964
1.0234114021054528,0.0016546739382837048,0.0004688553143633541,0.023009995679516684
1.135733358343105,0.0019074714883673318,0.00034076167305059163,0.039797766028511136
1.2603829296797273,0.0021532606277351873,0.0002754402671220595,0.09194424218042181
1.3987131026472386,0.002373432956022412,0.00024246488323301276,0.19530540057271997
1.552225357427048,0.0025574316096850973,0.00022432810386002378,0.33603252297661634
1.7225859653987874,0.0026921122258327414,0.00021199911203878392,0.4891644917423085
1.9116440753857036,0.0027737559276458656,0.0002019466365420381,0.6408243635760655
2.121451784910632,0.0027970074821954674,0.00019308067852438565,0.7790597877709563
2.35428641432242,0.002762266214277275,0.00018512926769191507,0.8836086878499562
2.612675225563332,0.002673270260769429,0.00017811308275441322,0.9245423636382345
2.8994228538828812,0.002533550429059897,0.000171909131408981,0.89327853831105
3.2176417502507353,0.0023535985071116896,0.00016651846527568088,0.8123529019122279
3.5707859649004625,0.002138088955807835,0.00016152601320319223,0.7044832009705452
3.9626886387014784,0.0018963472061098662,0.00015648623811277042,0.584949139996379
4.397603609302721,0.0016355231074977614,0.00015070272693711495,0.4604501679474148
4.880251583654434,0.001370766510312787,0.00014404229671994797,0.3349166108282124
5.415871378079476,0.0011155628833190707,0.0001365142133352099,0.21494383306324527
6.010276782070388,0.0008728328275857162,0.00012868882870029858,0.11533406597809555
6.669919663030129,0.0006548184945156744,0.00012137770681902861,0.05472270341351346
7.401959996915652,0.0005148978953730886,0.00011500739984815356,0.03159181364795764
8.214343584919439,0.0005411436492913257,0.0001097343105846308,0.025680999302003536
9.115888299750837,0.000752276756399469,0.00010538773187959842,0.021753471412829933
10.11637979766207,0.0010587680391254358,0.0001017829076969681,0.0170451904683674
11.226677735108158,0.0013724097530935135,9.852800272215875e-05,0.01302124363569302
12.458833642950081,0.0016640589683000414,9.532718199666945e-05,0.009995469738166297
13.826221737646593,0.0019284692953185452,9.174846111821943e-05,0.007448094181240491
15.343684089300131,0.0021595579339858503,8.760969260561317e-05,0.005176067762302306
17.02769172225898,0.002340262563565847,8.276197345478429e-05,0.0033438475136868093
18.896523396912116,0.002463257655833151,7.735970502070556e-05,0.002160731189036054
20.970464013232306,0.0025226014275077473,7.185890554861075e-05,0.001819815247260325
23.27202478960412,0.0025141572151131833,6.68958628521191e-05,0.002732315426305315
25.826187606826746,0.002435466308176331,6.329137795868326e-05,0.008059542180846332
28.66067616948256,0.0022834921295292964,6.0985523963658376e-05,0.029694932234893768
31.80625692794119,0.002063971208491828,5.863925189982471e-05,0.08597111582231694
35.297073027306574,0.0017680419495419257,5.41013048384908e-05,0.1706914500768601
39.17101490809261,0.001381290327872872,4.522757503505082e-05,0.2264835880407581
43.47013158125035,0.000915171298973641,3.140434661470602e-05,0.19987960387222953
48.241087041653735,0.0004684370676454513,1.6489148317973027e-05,0.11721624656056101
53.535666774107185,0.00017198146169784842,6.1259217259094e-06,0.04566598032439905
59.411339849650396,4.3417351253598406e-05,1.5544045006220291e-06,0.011818251075721565
65.93188271333541,7.388329877919855e-06,2.6507247910169284e-07,0.00203169579972153
73.16807143427206,8.402197340613957e-07,3.017077686002423e-08,0.00023200923949409733
81.19844993184009,6.362808932690982e-08,2.285572565416517e-09,1.759914092701641e-05
90.11018251665037,3.2038947673750157e-09,1.1510288511107164e-10,8.86781520242789e-07
100.0,1.0720680934344424e-10,3.851725962899632e-12,2.968113669737445e-08
