freq,Zreal,Zimag,sigma_im
12589.254117941662,1.0095040400762059,-0.03867364826497521,6.384808117954055e-05
15848.93192461114,1.0048684999391666,-0.03540007215757157,6.387332050861172e-05
19952.623149688792,1.000196714485977,-0.032055227943459386,6.409925189754251e-05
25118.864315095827,0.9957788684169724,-0.028448457934189264,6.469131649389226e-05
31622.776601683792,0.9919198050874356,-0.024545341656960318,6.568100291570733e-05
39810.71705534969,0.9888858181916762,-0.020455609411570208,6.690002131037875e-05
50118.72336272724,0.9868595819455882,-0.016405040945841165,6.801722353066975e-05
63095.7344480193,0.985907723080715,-0.012695063677156782,6.870231363353962e-05
79432.82347242821,0.9859640694576012,-0.009654817779050973,6.887205519723327e-05
100000.0,0.9868299290971706,-0.007590986812459732,6.88989416398611e-05
125892.5411794166,0.9881910470169892,-0.006740667931737221,6.961879734734833e-05
158489.3192461114,0.9896493337415431,-0.007232016190286572,7.20075909733664e-05
199526.2314968879,0.9907662048987657,-0.009056421161602657,7.653926795925248e-05
251188.6431509582,0.9911135018326521,-0.012054692888327168,8.248444794611842e-05
316227.7660168379,0.990327463063948,-0.01591828049167532,8.771854705458271e-05
398107.17055349686,0.9881609023406321,-0.020205115999971213,8.988943803700522e-05
501187.2336272725,0.9845281831284987,-0.024366971275668448,8.993579216709513e-05
630957.344480193,0.9795360632300261,-0.02779179825974154,9.883902674845402e-05
794328.2347242822,0.9734905090477369,-0.029851599600362988,0.00014807382936754543
1000000.0,0.9668664531979798,-0.029924785365594175,0.00030349269184770655
